Household,Glamocracy™ Special Deluxe Plastic Bathroom Bucket Pink (18 LTR) Glamocracy is Trusted Brand for Online Shopping from Last ten Years. We Commits Best Product quality to Customers. Happy Shopping with Glamocracy
Household,Glamocracy™ Special Plastic Bathroom Bucket Brown (18 LTR) Size name:18 Ltr   Glamocracy is Trusted Brand for Online Shopping from Last ten Years. It Commits Best Product quality to Customers. Happy Shopping with Glamocracy
Household,"Aarohi13 Nayasa Plastic Bathroom Bucket and Mug 25 L, Grey - Set of 2 Pieces Bucket volume is 25 L, mug volume is 1500 ml. Bucket diameter is 25.4 cm, and mug diameter is 6.35 cm."
Household,Nayasa Funk 25 Ltr Bucket & Matching Mug - Brown From the house of Nayasa. This elegant looking bucket with floral design made up of high quality plastic serves as a perfect bucket for household application. The exuisite material uality provides a rugged product to users and also a longer life to the bucket. The matching Mug is a part of package which enhances the aesthetics and usability.
Household,"Spotzero by Milton Prime Mop with Big Wheels and Stainless Steel Wringer (Aqua green, 2 refills) Style name:Elite spin mop   Spotzero is a brand that provides efficient cleaning solutions for a quicker, easier, more adaptive and multifaceted cleaning experience. Our inimitable range of cleaning products is comprehensive and second to none in originality, quality, and results."
Household,"Spotzero By Milton Ace Spin Mop, Aqua green Spotzero ace spin mop is one of the most largest selling mop in india by milton. The major advantage of this mop is the quality and durability which is assure by hamilton. The ace spin mop comes with a microfiber refill which has the capacity to absorb 3 times more liquid than normal cotton and is more durable. The handle of the mop is durable and long lasting. Ace spin mop is the only mop in its categor which carries 1 year manufacturer warranty. Ace spin mop handle is very sturdy and long lasting. The mop is 360 degree movable and can perform deep cleaning. Bucket of the spin mop is divided in 2 section for separate wringing and cleaning operation. The ace spin mop comes with and handle to lift the bucket eaisly and a water outlet to remove dirty water."
Household,SSSILVERWARE Stainless steel Bar set of 15 pcs / Ice Bucket/Jigger/Ash Tray w... Sold and fulfilled by King_International Online Store (4.3 out of 5 | 314 ratings).
Household,"Nayasa Classical Strong Plastic Bathroom Bucket with Mug (25 L, Off-White, 2-Pieces) Bucket volume is 25 L, mug volume is 1500 ml -For those who love to have a bath with a bucket instead of a shower, this Premium Plastic Bath Bucket from Nayasa is a great option for your bathroom. The Patented design of ""Double mold"" is one of its kind in INDIA. and quality plastic material, this bucket is long-lasting, and can store water that is both extremely hot and cold. This bucket features a round-top design"
Household,"Lukzer 1 Pair Silicone Cleaning Brush Scrubber Gloves (Random Colour) for Dishes, Car and Pet, Dish wash Are you looking for something creative to protect your hands when you are washing dishes or car? Lukzer Cleaning Scrubbing Gloves might be right for you for home washing , car cleaning etc. The clean gloves are made of rubber for long lasting, repeated use and sticks hand comfortably. This product is the pure natural latex sponge plus composite microfiber cloth. Combining the three most common household cleaning tools into one glove.Widely used in clean kitchen,toilet,floor,carpet and moderate dirt,can dry wet amphibious"
Household,"Lukzer 1 Pair Silicone Cleaning Brush Scrubber Gloves (Random Colour) for Dishes, Car and Pet, Dish wash Are you looking for something creative to protect your hands when you are washing dishes or car? Lukzer Cleaning Scrubbing Gloves might be right for you for home washing , car cleaning etc. The clean gloves are made of rubber for long lasting, repeated use and sticks hand comfortably. This product is the pure natural latex sponge plus composite microfiber cloth. Combining the three most common household cleaning tools into one glove.Widely used in clean kitchen,toilet,floor,carpet and moderate dirt,can dry wet amphibious"
Household,"Safeyura House Hold Cleaning Rubber Hand Gloves, Kitchen,Washing Toilet Cleaning,Garden (3 pairs) Household: Cleaning, dish washing; handling fruits, vegetables, fish, meat and other food products; handling phenyls, solvent, detergents and other household chemicals; general protection of human hands Industrial: Handling paint, chemicals, solvents, oils, lubricants, coolants etc.; handling rough objects and abrasives, construction bricks, food products; solid waste management, chemical laboratories, effluent treatment"
Household,"Lifestyle Solutions Single-Sided Microfiber Cleaning Gloves Pack of 4 (Assorted Colors) This glove is extra plush, absorbent, super soft and non-scratching wash mitt cleaning glove is gentle on your vehicle's finish and delivers an amazing wash unlike any other. Manufactured from two of the softest materials available; chenille and microfiber. Softer than the finest sheepskin mitt with the incredible absorption of microfiber. The ultra-fat spun fingers hold loads of soapy water delivering a premium wash that lubricates the surface while reducing friction. Microfiber house or car or window cleaning washing glove cloth. This soft microfiber glove is very absorbent and can carry an abundance of soap and water to loosen and lift dirt and grime away from the surface without scratching. The products are used in automotive, furniture, sweeping the dust, no hair loss, anti-static and so on. Safe to use on all paint surfaces, as well as glasses and metals. Definitely a good helper for your cleaning"
Household,"SAFEYURA® Multipurpose Non-Slip Rubber Reusable Gardening Dishwashing Scrubbing Cleaning Gloves (Color Black, Size: 9.5 Inch) Size name:1 Pair   Natural rubber latex gloves are manufactured with highest grade of natural rubber. Chemically toughened for increased durability and improved fat and oil resistance. Cleaning and janitorial, food processing and handling, poultry processing, meat processing, kitchen and catering, general house hold use. Material: These latex gloves are made of natural rubber, You also get the fresh, light smell of natural rubber from them, just like nature intended. The all-natural material also resists mold better than other materials. Best of all, natural latex is gentle on the skin so you will not get allergic reactions. Strong and Durable: Our fantastic new household gloves resist tears and leaks even after prolonged use. These high-quality natural rubber gloves are able to be strong without being too thick. This design gives you superior control, meaning you can handle soapy, slippery and wet glassware and crockery with ease. Added Grip and Narrower Wrist: Wash gloves have to be able to handle not just soapy dishes but slippery detergent bottles and smooth plastic utensils. We have added tiny gripping nubs to the surface so you can manage them all with ease. These rubber gloves also feature a narrower middle area on the wrist which ensures a snug fit and means that they only come off when you want to take them off. Extra Long: Now you can forget about wet sleeves! Our reusable gloves protect not just your hands but also your wrists and forearms from water. These long cleaning gloves are just as handy whether you are cleaning and washing the dishes or tidying up the bathroom. Bright and Cheery: Good quality reusable gloves will stay with you a long time, especially when they are so durable. We have designed them in a range of exciting colors so you never get tired of looking at them."
Household,"DeoDap Reusable Rubber Hand Gloves for Washing, Cleaning Kitchen and Garden (Ivory) - Pair of 2"
Household,"Scotch-Brite Heavy Duty Gloves (Medium),Pink Product Description Protects hands during heavy duty applications. Keeps hand fresh, Increased thickness provides better resistance and protection. 				    	 					 From the Manufacturer    view larger    view larger  With Scotch-Brite heavy duty gloves, your hands are completely protected from heavy duty household work like gardening, plumbing and janitorial work. These thicker gloves provide superior resistance to chemicals and cleaning agentsBenefitsProtects hands during heavy duty applications Increased thickness provides better resistance and protection Keeps hand fresh Superior protection Lasts LongerHow to UseWear the gloves before any heavy duty or outdoor chore Avoid getting liquids or humidity inside gloves Wash gloves after use Line dry preferably with finger end up to allow any liquid that may have seeped in to drain"
Household,"Premier Rubber Hand Gloves Set (Yellow, 6-Pieces) Tools-4-all hand care flock lined household rubber hand gloves are manufactured with highest grade of natural rubber. If you care for your hands, then you should choose hand-care flocklinged hand gloves. Hand-care hand gloves effectively protect your hands from detergent, household chemicals, solvents, hot water and dirt. They help retain moisture and the natural protective oils of your hands. To ensure durability of hand-care gloves avoid contact with petrol, mineral oil, paraffin or turpentine based substances. Store in cool, dry place away from direct heat or sunlight."
Household,"SAFEYURA® Multipurpose Non-Slip Rubber Reusable Gardening Dishwashing Scrubbing Cleaning Gloves (Color Black, Size: 9.5 Inch) Size name:1 Pair   Natural rubber latex gloves are manufactured with highest grade of natural rubber. Chemically toughened for increased durability and improved fat and oil resistance. Cleaning and janitorial, food processing and handling, poultry processing, meat processing, kitchen and catering, general house hold use. Material: These latex gloves are made of natural rubber, You also get the fresh, light smell of natural rubber from them, just like nature intended. The all-natural material also resists mold better than other materials. Best of all, natural latex is gentle on the skin so you will not get allergic reactions. Strong and Durable: Our fantastic new household gloves resist tears and leaks even after prolonged use. These high-quality natural rubber gloves are able to be strong without being too thick. This design gives you superior control, meaning you can handle soapy, slippery and wet glassware and crockery with ease. Added Grip and Narrower Wrist: Wash gloves have to be able to handle not just soapy dishes but slippery detergent bottles and smooth plastic utensils. We have added tiny gripping nubs to the surface so you can manage them all with ease. These rubber gloves also feature a narrower middle area on the wrist which ensures a snug fit and means that they only come off when you want to take them off. Extra Long: Now you can forget about wet sleeves! Our reusable gloves protect not just your hands but also your wrists and forearms from water. These long cleaning gloves are just as handy whether you are cleaning and washing the dishes or tidying up the bathroom. Bright and Cheery: Good quality reusable gloves will stay with you a long time, especially when they are so durable. We have designed them in a range of exciting colors so you never get tired of looking at them."
Household,"Safeyura House Hold Cleaning Rubber Hand Gloves, Kitchen,Washing Toilet Cleaning,Garden (3 pairs) Household: Cleaning, dish washing; handling fruits, vegetables, fish, meat and other food products; handling phenyls, solvent, detergents and other household chemicals; general protection of human hands Industrial: Handling paint, chemicals, solvents, oils, lubricants, coolants etc.; handling rough objects and abrasives, construction bricks, food products; solid waste management, chemical laboratories, effluent treatment"
Household,"Sobby Single-Sided Microfiber Cleaning Gloves Pack (Multicolor, Pack of 2) Item Package Quantity:2   This extra large, extra plush, absorbent, super soft and non-scratching wash mitt cleaning glove is gentle on your vehicle's finish and delivers an amazing wash unlike any other. Manufactured from two of the softest materials available; chenille and microfiber. Softer than the finest sheepskin mitt with the incredible absorption of microfiber. The ultra-fat spun fingers hold loads of soapy water delivering a premium wash that lubricates the surface while reducing friction. Microfiber house or car or window cleaning washing glove cloth. This soft microfiber glove is very absorbent and can carry an abundance of soap and water to loosen and lift dirt and grime away from the surface without scratching. The products are used in automotive, furniture, sweeping the dust, no hair loss, anti-static and so on. Safe to use on all paint surfaces, as well as glasses and metals. Definitely a good helper for your cleaning. Material: Ultra absorbent micro fiber size (approximate) 24 cm x 16 cm x 2 cm."
Household,"HOKIPO Reusable PVC Hand Gloves for Kitchen, Free Size - For Summer, 1 Pair Size:1 PAIR   Product Features:-Take Care of Your Hands While Doing Daily Household Chores with this Pair of PVC Long Reusable Gloves Made of 100% PVC..Suitable for Dishwashing, Cleaning Kitchen, Cleaning Bathroom, Cleaning Toilet, Washing Clothes and Doing Other Household Chores.Household gloves with waterproof sleeves, Prevent Your Sleeves from Getting Wet..Material used is PVC which is better than Latex. Perfect for Household chores and for lawn and gardening use..Package Contains 1 Pair of PVC Reusable Kitchen Gloves, Free Size"
Household,"HOKIPO Reusable PVC Hand Gloves for Kitchen, Free Size - For Summer, 1 Pair Size:1 PAIR   Product Features:-Take Care of Your Hands While Doing Daily Household Chores with this Pair of PVC Long Reusable Gloves Made of 100% PVC..Suitable for Dishwashing, Cleaning Kitchen, Cleaning Bathroom, Cleaning Toilet, Washing Clothes and Doing Other Household Chores.Household gloves with waterproof sleeves, Prevent Your Sleeves from Getting Wet..Material used is PVC which is better than Latex. Perfect for Household chores and for lawn and gardening use..Package Contains 1 Pair of PVC Reusable Kitchen Gloves, Free Size"
Household,"We Store1 Silicone Gloves for Cleaning Scrubber Reusable Heat Resistant (1 Pair) It is highly elastic, resilient and does not tear easily.Super Easy to Clean Restrains Germs Can be Sterilized in Boiled water, Microwave or Dishwasher."
Household,"Sobby Single-Sided Microfiber Cleaning Gloves Pack (Multicolor, Pack of 2) Item Package Quantity:2   This extra large, extra plush, absorbent, super soft and non-scratching wash mitt cleaning glove is gentle on your vehicle's finish and delivers an amazing wash unlike any other. Manufactured from two of the softest materials available; chenille and microfiber. Softer than the finest sheepskin mitt with the incredible absorption of microfiber. The ultra-fat spun fingers hold loads of soapy water delivering a premium wash that lubricates the surface while reducing friction. Microfiber house or car or window cleaning washing glove cloth. This soft microfiber glove is very absorbent and can carry an abundance of soap and water to loosen and lift dirt and grime away from the surface without scratching. The products are used in automotive, furniture, sweeping the dust, no hair loss, anti-static and so on. Safe to use on all paint surfaces, as well as glasses and metals. Definitely a good helper for your cleaning. Material: Ultra absorbent micro fiber size (approximate) 24 cm x 16 cm x 2 cm."
Household,"SellnShip Multipurpose Rubber Hand Gloves (Multicolour, 3 Pairs, 6pcs)"
Household,DeoDap Reusable Rubber Hand Gloves for Cleaning (Colour May Vary) - Pack of 3
Household,"HOKIPO Reusable PVC Latex Kitchen Gloves, Long Elbow Length - For Summer, 1 Pair Size:Summer                                                                                 |                            Color Name:Multicolor   It is used in general household chores and work like scrubbing floors, kitchen sinks, shop work or cleaning vegetables, fruits etc. The inside of these gloves are covered with velveteen which facilitates putting them on and off and prevents sweating during use. The coarse upper part helps to grip things better. The gloves are resistant to stretching, detergents and washing chemicals. Their multipurpose use increases their value in your household. So take care of your hands while doing daily household chores. Product features: Take care of your hands while doing daily household chores with. This pair of Velveteen rubber protected full size gloves made of 100 percent natural latex. Suitable for dishwashing, cleaning kitchen, cleaning bathroom, cleaning toilet, washing clothes and doing other household chores. Long sleeves with elastic bands, prevent your sleeves from getting wet. Velveteen inner surface prevents sweating and makes. It comfortable to wear them and take them off. Resistant to washing chemicals and detergents."
Household,"Primeway LW1_3As Medium Natural Rubber Flock Lined Hand Gloves Set (Multicolor, Pack of 3) Primeway natural rubber latex gloves are manufactured with highest grade of natural rubber with cotton lining inside the gloves. Cleaning and janitorial, food processing and handling, kitchen and catering, general house hold chores use. Must for every home, popular general purpose quality rubber gloves, specially formulated rubber compound. Soft and fluffy cotton lining inside the gloves, silky external surface and powder free interior. Natural rubber minimal latex protein level."
Household,"Scotch-Brite Kitchen Squeegee Wiper,White/Blue From the Manufacturer    view larger    view larger  A perfect tool to keep your kitchen counters, dining tables and glass surfaces squeaky clean and sparkling!BenefitsCleans without streaks Easy to hold and Use Lasts LongerHow to UseUse on both damp or dry surfaces Sweep Squeegee across the surface Keep spade handy to collect residue"
Household,Gala Spin mop with easy wheels and bucket for magic 360 degree cleaning (with 2 refills) Gala India's one of largest manufacturer of home cleaning tools brings out spin mop with 'wheels' which helps carrying the bucket from one place to another comfortably.Note: liquid dispenser is not part of the box
Household,"Borosil Klip N Store Microwavable Containers with Lunch Bag, 400ml, Set of 3, Transparent Size:400ml   Keep Food Fresh with Borosil Airtight Containers: The Klip-n-Store containers from the house of Borosil are ideal to keep food fresh all the time. The air/liquid tight containers make it easy to carry lunch to office without worrying about spillage and food leakage. Made of 100% borosilicate glass, these containers are long lasting and can resist heat of up to 400 degree Celsius. Hence, you can heat up food in these containers in the microwave or other ovens without worries. Easy to Maintain: The unique glass that makes up the containers does not absorb stains of food and remain clear throughout even after regular use. You can make use of the containers to store food in refrigerators or freezers without worrying about damage. The sturdy lunch bag that comes along helps in carrying home-cooked food in the containers wherever you want."
Household,"Cello Angular Kleeno Toilet Brush with Storage (Red and Grey) Color name:Red and Grey   In our busy lifestyle, we often miss on cleaning our bathroom every day. Bathroom cleaning is necessary just like brushing your teeth & taking shower everyday is a need for maintaining personal heath & hygiene. Bathroom & Toilet is a place if not cleaned properly can harvest lot of germs that can harm health of our loved ones. Keeping bathroom clean should be an inevitable practice to ensure a hygienic & healthy lifestyle. To ensure cleanliness & promote a healthy lifestyle, we are here with the exclusive range of Kleeno Series that enlightens & enhances the need for cleaning & beautifying our home. The leading household brand cello introduces KLEENO premium household cleaning products aimed at making home cleaning less like chore & more convenient these impeccably designed easy to use & easy to maintain products range from toilet brushes, sink brushes, broom brushes, tile brushes, cob web brushes, dust pans, bathroom wipers, kitchen wipers to sponge wipes & utensils scrubs All our products are designed & manufactured with long term durability in mind. You buy them & they are sure to give you high performance & easy cleaning!"
Household,"Gala Spin Mop Handle with Refill, White Gala Brush is one of the leading manufacturers and distributors of cleaning tools in India since 1986. Along the way, Gala has received many awards and recognition for its successful export business and has been a pioneer in the cleaning tools industry in India."
Household,"BrainBuzz Microfiber Super Clean Complete House Cleaning Set of Dashboard Duster, Gloves, Sponge and Foldable Duster (Multicolour) BrainBuzz microfiber duster is the perfect product for your vehicle cleansing needs. Material makes it apt for daily washing of your car. Key features : - scratch proof microfiber duster - use dry for dusting or polishing - use wet for exterior car wash - very efficient tool for removing dust from the interior and exterior of car - microfiber brush is easier to use and maintain than a cotton brush - comes with storage bag - perfect for metallic exteriors - quick and efficient cleaning - works with any kind of cleansing product."
Household,"Smile Mom Magic Spin Mop with Bucket Set Offer with Big Wheels for Best 360 Degree Easy Floor Cleaning, 2 Refill Head, Free Microfiber Glove + Kitchen Wiper “Smile Mom bucket floor cleaning 360 degree ultra spin stainless steel mop with 2 big wheels, foldable pull handle & 2 microfiber mop refills helps you to thoroughly clean your floors with minimal effort. (1) Smart Gears in cleaning basket reduces the force needed for cleaning by 3X. (2) 360 degree rotatable microfiber mop head removes and absorbs tough dirt & grime. (3) No spills, no shock, no scratches and no damage to floors with effortless cleaning. (4) Microfiber Mop head works great wet or dry for both home and office. (5) Stainless steel pole adjustable from 45 to 180 degrees make’s cleaning a child’s play. (6) Reaches under furniture and hard to reach areas for effective cleaning. (7) Now no bending, No wet hands and No strain on back/ arms. (8) With this MOP, You Never Have to Touch Dirty Water Again!”"
Household,Rikang Set of Baby Feeding Milk Bottle Cleaning Brush & Nipple Cleaning Antibiotic Sponge Brush Rikang Set of Baby Feeding Milk Bottle Cleaning Brush & Nipple Cleaning Antibiotic Sponge Brush
Household,"Cello Prima Induction Base Non-Stick Aluminium Cookware Set, 3-Pieces, Cherry Style:3 Pieces   Prepare healthy meal quickly and easily into Cello’s 3 pcs nonstick cookware set. Its stunning looks and striking cherry color will definitely add a charm to you kitchen collection. Adding on to its superior looks, these nonstick cookware sets are made of American heritage original dupont coating. The set consists of dosa tawa, fry pan, frying pan, kadhai, kadai with tempered glass lid. One can cook and fry varieties of food like dosa, roti, curry, paneer rolls, daal etc. Into these cooking essential set. Cello nonstick set needs lesser oil which contributes to keep your food much healthier than cooking in other kadhais or pans. Its high gauge aluminum adds on to its cooking efficiency. This cookware set has a sturdy handle made of bakelite and is compatible with lpg stoves and induction. The other notable feature is that the lid has an air vent or steam hole that provides security by releasing extra pressure of steam while cooking continuously. So fry, cook with confidence into cello’s nonstick cookware set."
Household,"Wonderchef Nutri-Blend 400 Watts Juicer Mixer Grinder (White) Color Name:White   The concept of nutri-blend make healthy and tasty juices, smoothies, shakes with nutri-blend. The super-fast motor and sharpest steel blades break-down the food completely, extracting all nutrients. When these juices are consumed, they help the body to absorb nutrients in the fruits and vegetables much better. Carefully designed nutritional mixes by chef kapoor and nutritionist swati thoda, would help in achieving weight balance, lowering sugar levels, relieving migraines, lowering cholesterol etc. Also use for dry-grinding the hardest spices like garam masala, jeera, etc. Make tasty chatni in seconds. note: For service and warranty related issue. Conatct_us : [ 18002660788 ]."
Household,"PEony Spin Bucket Double Drive Hand Pressure with 2 Micro Fiber Mop Head for Floor Cleaning with Soap Dispenser Features: hassle-colour:yellow"" >cleaning made from highly absorbent material, the esquire spin mop provides highly efficient 360 degree cleaning without having to bend your back while cleaning corners that are difficult to reach. With the ability to adjust the handle from 45 to 180 degrees, you can set this mop as per your requirements for a quick and easy floor cleaning solution for your home. Sturdy build quality for everyday use featuring a long and robust handle, the esquire spin mop is highly durable and can last through the rigours of daily use. With two mop heads made from super absorbent and colour:yellow"" >microfiber, achieve a clean and shiny look on your flooring without much effort. It features a smart bucket that allows you to drain the dirty water, for a highly convenient cleaning action. Use it while standing durable telescoping handle is able to be fully extended to 51 inches to comfortably work for people of any height. Stop straining your wrists and risking hand damagecolour:yellow"" >this exclusive bucket design features a special, stainless steel, spin dry basket that will easily remove all excess water from the mop, allowing it to retain just the necessary dampness you need to ensure a good clean. Specifications: material: microfiber size:30cm colour: colour may vary package contents : 1 pc bucket, 1 pc stainless steel handle, 2 pc refills, 1 pc soap dispenser"
Household,"Gala e-Quick Spin Mop with Easy Wheels and Bucket with 2 Refills Gala e-Quick Spin Mop  A great complement to your home cleaning tools - including a bucket with Super Spin wringer and two 360 spin mops, this setoffers practicality and superior cleaning performance in just one product. Use it in any type of floor (tiles, wooden, flooring, slate, linoleum, etc) and reach even the most difficult spots thanks to the functional handle and 360 degrees mop. Product details Bucket with built-in wringer for a comfortable cleaning process Sturdy stainless steel handle with quick lock Built-in Easy Wheels and puller handle for uncomplicated transportation Gala Spin Mop Refill compatible with this set Microfiber mop that easily removes dirt and particles while efficiently absorbing liquids Gala is part of Freudenberg Home and Cleaning Solutions Freudenberg Home and Cleaning Solutions is a Freudenberg company and a world leader in cleaning tools with Vileda being its most popular brand. FHCS is present is all over the world with successful brands for over 60 years now. In India, the com-pany is present in all leading modern trade outlets and also distributed in the general trade/grocery stores via a network of over 250 distribution partners."
Household,"Gala e-Quick Spin Mop with Easy Wheels and Bucket with 2 Refills Gala e-Quick Spin Mop  A great complement to your home cleaning tools - including a bucket with Super Spin wringer and two 360 spin mops, this setoffers practicality and superior cleaning performance in just one product. Use it in any type of floor (tiles, wooden, flooring, slate, linoleum, etc) and reach even the most difficult spots thanks to the functional handle and 360 degrees mop. Product details Bucket with built-in wringer for a comfortable cleaning process Sturdy stainless steel handle with quick lock Built-in Easy Wheels and puller handle for uncomplicated transportation Gala Spin Mop Refill compatible with this set Microfiber mop that easily removes dirt and particles while efficiently absorbing liquids Gala is part of Freudenberg Home and Cleaning Solutions Freudenberg Home and Cleaning Solutions is a Freudenberg company and a world leader in cleaning tools with Vileda being its most popular brand. FHCS is present is all over the world with successful brands for over 60 years now. In India, the com-pany is present in all leading modern trade outlets and also distributed in the general trade/grocery stores via a network of over 250 distribution partners."
Household,"Wonderchef Nutri-Blend 400 Watts Juicer Mixer Grinder (White) Color Name:White   The concept of nutri-blend make healthy and tasty juices, smoothies, shakes with nutri-blend. The super-fast motor and sharpest steel blades break-down the food completely, extracting all nutrients. When these juices are consumed, they help the body to absorb nutrients in the fruits and vegetables much better. Carefully designed nutritional mixes by chef kapoor and nutritionist swati thoda, would help in achieving weight balance, lowering sugar levels, relieving migraines, lowering cholesterol etc. Also use for dry-grinding the hardest spices like garam masala, jeera, etc. Make tasty chatni in seconds. note: For service and warranty related issue. Conatct_us : [ 18002660788 ]."
Household,"Gala Spin Mop Handle with Refill, White Gala Brush is one of the leading manufacturers and distributors of cleaning tools in India since 1986. Along the way, Gala has received many awards and recognition for its successful export business and has been a pioneer in the cleaning tools industry in India."
Household,Merry Shop - Cleaning Set Cleaning Toys
Household,"Cello Angular Kleeno Toilet Brush with Storage (Red and Grey) Color name:Red and Grey   In our busy lifestyle, we often miss on cleaning our bathroom every day. Bathroom cleaning is necessary just like brushing your teeth & taking shower everyday is a need for maintaining personal heath & hygiene. Bathroom & Toilet is a place if not cleaned properly can harvest lot of germs that can harm health of our loved ones. Keeping bathroom clean should be an inevitable practice to ensure a hygienic & healthy lifestyle. To ensure cleanliness & promote a healthy lifestyle, we are here with the exclusive range of Kleeno Series that enlightens & enhances the need for cleaning & beautifying our home. The leading household brand cello introduces KLEENO premium household cleaning products aimed at making home cleaning less like chore & more convenient these impeccably designed easy to use & easy to maintain products range from toilet brushes, sink brushes, broom brushes, tile brushes, cob web brushes, dust pans, bathroom wipers, kitchen wipers to sponge wipes & utensils scrubs All our products are designed & manufactured with long term durability in mind. You buy them & they are sure to give you high performance & easy cleaning!"
